gvkey,year,name,ebit,mkvalt,sic,capx,ni,ibc,dp,at,dltt,dlc,seq,xrd,icapt,sale,sic2
175007,2019,ALLEGIANT TRAVEL CO,363.95,2837.3741,4512,506.845,232.117,232.117,155.852,3010.803,1269.869,175.936,883.551,,2153.42,1840.965,45
175008,2019,AMICUS THERAPEUTICS INC,-300.74,2487.7713,2836,20.012,-356.388,-356.388,4.775,850.207,203.036,7.189,476.425,121.145,679.461,182.237,28
175012,2019,BLUE SKY URANIUM CORP,-2.809,12.6116,1090,0.002,-2.783,-2.783,0,0.476,0,0,0.224,,0.224,0,10
175055,2019,HILL INTERNATIONAL INC,9.248,177.4719,8741,3.936,14.084,14.254,3.824,269.551,58.18,8.296,109.357,,168.408,376.437,87
175071,2019,ENERTOPIA CORP,-0.418,1.4659,1400,0,-0.422,-0.422,0,0.046,0,0.015,-0.456,0.015,-0.456,0,14
175078,2019,CANFOR PULP PRODUCTS INC,-33.4,545.3562,2400,103,-30.5,-30.5,92.9,920.8,51.9,15,558.3,,610.2,1087.9,24
175079,2019,CHINA BIOLOGIC PRODUCTS HLDG,163.649,4475.9748,2836,24.287,138.808,163.395,24.633,1937.858,4.373,1.172,1695.715,11.735,1779.225,503.745,28
175083,2019,NORTHEAST COMMUNITY BANCORP,24.351,145.07,6036,4.044,12.953,12.953,0.916,955.171,22.58,0,142.113,,164.693,57.499,60
175083,2019,NORTHEAST COMMUNITY BANCORP,,145.07,6036,,,,0.916,955.171,22.58,0,142.113,,164.693,,60
175110,2019,AIRCASTLE LTD,404.666,2404.6552,7359,1171.61,156.575,156.575,356.021,8202.046,4645.312,429.324,2052.684,,6697.996,862.049,73
175113,2019,FIRST TRUST CAP STRENGTH ETF,,,6722,,,,,,,,,,,,67
175138,2019,PROSHARES ULTRASHORT S&P500,,,6722,,,,,,,,,,,,67
175139,2019,PROSHARES ULTRASHORT MDCP400,,,6722,,,,,,,,,,,,67
175140,2019,PROSHARES ULTRASHORT QQQ,,,6722,,,,,,,,,,,,67
175141,2019,PROSHARES ULTRASHORT DOW30,,,6722,,,,,,,,,,,,67
175180,2019,ISHARES MORNINGSTAR MID-CAP,,,6722,,,,,,,,,,,,67
175181,2019,ISHARES MSTAR MID-CAP GROWTH,,,6722,,,,,,,,,,,,67
175182,2019,ISHARES MSTAR MID-CAP VALUE,,,6722,,,,,,,,,,,,67
175183,2019,ISHARES MORNINGSTAR SMALL-CP,,,6722,,,,,,,,,,,,67
175184,2019,ISHARES MSTAR SMALL-CAP GRW,,,6722,,,,,,,,,,,,67
175190,2019,INVESCO HG YLD EQ DV ACH ETF,,,6722,,,,,,,,,,,,67
175191,2019,INVESCO GOLDN DRGN CHINA ETF,,,6722,,,,,,,,,,,,67
175193,2019,ISHARES MSTAR SMALL-CAP VAL,,,6722,,,,,,,,,,,,67
175194,2019,ISHARES MSCI USA ESG SELECT,,,6722,,,,,,,,,,,,67
175195,2019,ISHARES MSCI EAFE VALUE ETF,,,6722,,,,,,,,,,,,67
175196,2019,ISHARES MSCI EAFE GROWTH ETF,,,6722,,,,,,,,,,,,67
175197,2019,ISHARES MICRO-CAP ETF,,,6722,,,,,,,,,,,,67
175201,2019,INVESCO WILDERHILL CLEAN ENE,,,6722,,,,,,,,,,,,67
175202,2019,INVESCO DYNAMIC LG CP GR ETF,,,6722,,,,,,,,,,,,67
175203,2019,INVESCO DYNAMC LG CP VAL ETF,,,6722,,,,,,,,,,,,67
175226,2019,ISHARES S&P GSCI COMDTY INDX,,,6722,,,,,,,,,,,,67
175230,2019,AURA MINERALS INC,36.518,112.2461,1040,33.451,32.279,32.279,32.17,454.624,27.77,29.657,253.727,,281.497,293.393,10
175233,2019,HORIZON NORTH LOGISTICS INC,-20.231,203.4629,1389,62.144,-84.786,-84.786,47.531,484.913,128.213,6.231,241.765,,369.978,458.096,13
175236,2019,ALIO GOLD INC,-114.4,67.4615,1040,15.069,-136.223,-136.223,10.428,251.284,46.585,12.348,118.611,,165.196,111.541,10
175263,2019,WESTERN UNION CO,1065.5,11194.04,6099,48.1,1058.3,1058.3,257.7,8758.5,3226.6,245,-39.5,,3187.1,5292.1,60
175263,2019,WESTERN UNION CO,,11194.04,6099,,,,257.7,8758.5,3226.6,245,-39.5,,3339.2,,60
175265,2019,ABERDEEN GBL DYNAMC DIV FUND,,,6726,,,,,,,,,,,,67
175269,2019,CELSIUS HOLDINGS INC,-0.869,332.985,2086,0.078,9.971,9.971,0.067,90.382,0.24,9.283,63.459,0.341,63.699,75.147,20
175271,2019,SANCHEZ MIDSTREAM PARTNRS LP,-19.842,6.0602,4610,1.194,-51.142,-51.142,57.978,414.44,391.125,39.374,-35.8,,355.325,76.649,46
175299,2019,DOLPHIN ENTERTAINMENT INC,-4.086,12.5251,8700,0.103,-1.193,-1.193,1.947,42.572,9.368,10.471,9.689,,19.057,25.002,87
175304,2019,WEST HIGH YIELD WHY RES LTD,-1.329,10.034,1000,0,-1.68,-1.68,0.041,1.623,1.433,2.576,-4.251,,-2.818,0,10
175307,2019,DOUGLAS EMMETT INC,261.284,7698.743,6798,0,363.713,418.698,,9349.301,4629.188,0.752,2712.072,0,9000.122,955.258,67
175307,2019,DOUGLAS EMMETT INC,,7698.743,6798,,,,329.743,9349.301,4629.188,0.752,2712.072,,9000.122,,67
175315,2019,CYPHERPUNK HOLDINGS,-0.712,,6799,0,-2.914,-2.914,0,5.547,0,0,5.433,,5.433,0,67
175319,2019,HANESBRANDS INC,953.216,5382.3677,2300,101.084,600.72,600.72,130.967,7353.986,3615.151,281.249,1236.595,51.52,4851.746,6966.923,23
175342,2019,TAOPING INC,-4.172,23.52,7373,1.619,-3.582,-3.594,2.901,40.616,0,7.501,5.268,3.593,14.609,13.791,73
175404,2019,FIRST SOLAR INC,201.215,5900.926,3674,668.717,-114.933,-114.933,205.3,7515.689,566.702,28.612,5096.767,96.611,5663.469,3063.117,36
175407,2019,PREMIER GOLD MINES LTD,-45.92,417.5612,1040,67.479,-25.879,-25.879,28.234,530.024,0.161,23.078,360.968,,361.129,121.598,10
175414,2019,VANGUARD MID-CAP VALUE ETF,,,6722,,,,,,,,,,,,67
175417,2019,VANGUARD MID-CAP GROWTH ETF,,,6722,,,,,,,,,,,,67
175449,2019,AMERICAN RIVIERA BANK,,99.6534,6020,,,,1.041,718.935,8.078,10,76.143,,84.221,,60
175449,2019,AMERICAN RIVIERA BANK,13.15,99.6534,6020,2.253,6.393,6.393,1.041,718.935,8.078,10,76.143,,84.221,33.526,60
175464,2019,FIRST TR ABERDEEN EMERG OPP,,,6726,,,,,,,,,,,,67
175472,2019,REDHAWK HOLDINGS CORP,-0.789,0.8328,2834,0,-1.216,-1.216,0.101,2.309,0.796,0.574,-0.665,,0.131,0.129,28
175490,2019,YIELD10 BIOSCIENCE INC,-8.206,6.4033,2836,0.061,-12.956,-12.956,0.203,16.718,3.619,0.602,-4.085,4.848,-0.466,0.806,28
175493,2019,AMERICAN CREEK RESOURCES LTD,-1.515,30.57,1000,1.305,-1.391,-1.391,0.012,6.045,0,0,5.808,,5.808,0,10
175495,2019,TRIUMPH GOLD CORP,-5.822,22.1501,1040,0.04,-5.228,-5.228,0.065,4.679,0,0.031,4.165,,4.165,0,10
175500,2019,ISHARES S&P/TSX CDN DIV ARIS,,,6726,,,,,,,,,,,,67
175503,2019,GOLD RESOURCE CORP,14.629,363.9337,1040,39.474,5.832,5.832,23.417,193.012,1.377,8.612,158.058,,159.435,135.366,10
175507,2019,NIGHTHAWK GOLD CORP,-2.454,116.1477,1040,14.921,-4.632,-4.632,0,97.427,0,0,84.183,,84.183,0,10
175523,2019,GLOBALSTAR INC,-61.226,759.659,4899,7.936,15.324,15.324,84.675,965.59,478.942,1.702,407.343,3.2,886.285,131.718,48
175527,2019,PETROLYMPIC LTD,-0.499,4.97,1311,0,-0.502,-0.502,0.002,0.048,0,0,-0.671,,-0.671,0,13
175532,2019,WESTERN CAPITAL RESOURCES,3.824,40.7704,5990,0.713,2.32,3.455,2.512,91.907,8.465,5.146,62.739,,73.779,116.914,59
175533,2019,INFINITY PHARMACEUTICALS INC,-45.664,54.7949,2834,2.327,-47.057,-47.057,0.219,49.014,1.926,0.381,7.726,27.116,9.652,3.049,28
175548,2019,NEXGENRX INC,0.093,13.6342,6411,0.051,-0.208,-0.208,0.833,21.194,0.91,3.118,1.841,,2.751,9.54,64
175550,2019,INVS DB G10 CURR HARVEST FD,,,6722,,,,,,,,,,,,67
175560,2019,PARK LAWN CORP,29.126,859.808,6500,24.031,6.907,7.286,13.46,1374.521,185.515,3.576,512.646,0,700.04,244.26,65
175570,2019,INVESCO FTSE RAFI US1500 ETF,,,6722,,,,,,,,,,,,67
175577,2019,ISHARES GLOBAL CONS DISC ETF,,,6722,,,,,,,,,,,,67
175578,2019,ISHARES GLOBAL MATERIALS ETF,,,6722,,,,,,,,,,,,67
175579,2019,ISHARES GLOBAL INDUSTRIALS,,,6722,,,,,,,,,,,,67
175580,2019,ISHARES GLOBAL UTILITIES ETF,,,6722,,,,,,,,,,,,67
175581,2019,ISHARES GLOBAL CONS STAPLES,,,6722,,,,,,,,,,,,67
175583,2019,INVESCO ZACKS MULTI ASSET IN,,,6722,,,,,,,,,,,,67
175585,2019,INVS BRIC ETF,,,6722,,,,,,,,,,,,67
175586,2019,INVESCO INSIDER SENTIMNT ETF,,,6722,,,,,,,,,,,,67
175590,2019,PLATEAU ENERGY METALS INC,-7.289,23.0963,1090,0,-7.192,-7.192,0,1.5,0,0,0.415,,0.415,0,10
175595,2019,GULFSLOPE ENERGY INC,-7.474,37.1371,1311,11.481,-13.724,-13.724,0.006,30.784,0,10.191,-0.329,,-0.329,0,13
175606,2019,DANAOS CORP,201.074,227.563,4412,21.36,131.253,131.253,96.505,2683.019,1392.535,136.015,881.69,,2274.225,447.244,44
175607,2019,SOUTHERN NATIONAL BANCORP VA,55.02,395.3757,6020,1.101,33.167,33.167,5.632,2722.17,65.152,134.523,377.241,,442.393,133.11,60
175607,2019,SOUTHERN NATIONAL BANCORP VA,,395.3757,6020,,,,5.632,2722.17,65.152,134.523,377.241,,442.393,,60
175616,2019,BLACK DIAMOND GROUP LTD,-3.338,118.7037,1389,32.006,-7.485,-7.042,39.58,422.563,121.141,5.203,213.788,,336.338,185.936,13
175635,2019,MORGAN STANLEY CHINA A SH FD,,,6726,,,,,,,,,,,,67
175649,2019,INTERNATIONAL STEM CELL CORP,-5.728,4.3726,2836,0.164,-4.265,-4.265,0.285,6.62,3.088,0.367,1.412,1.386,4.5,9.472,28
175654,2019,WILLDAN GROUP INC,10.047,365.3747,8711,6.637,4.841,4.841,15.027,439.913,135.233,19.645,167.278,,302.511,443.099,87
175674,2019,COHEN & COMPANY INC,4.041,4.7163,6211,0.101,-2.054,-3.573,0.318,8001.624,51.777,7617.167,33.319,,100.533,49.666,62
175674,2019,COHEN & COMPANY INC,,4.7163,6211,,,,0.318,8001.624,51.777,7539.22,33.319,,101.872,,62
175686,2019,PRIMORIS SERVICES CORP,140.875,1082.3096,1623,94.494,82.327,84.097,85.4,1830.465,466.867,129.695,628.502,,1096.397,3106.329,16
175689,2019,ARMSTRONG WORLD INDUSTRIES,238.2,4509.8082,3290,71.3,214.5,242.3,72.1,1493.3,634.6,11.5,364.9,14.8,999.5,1038.1,32
175692,2019,INVESCO DWA INDUS MOMNTM ETF,,,6726,,,,,,,,,,,,67
175693,2019,INVESCO DWA CONS STPLS MOMNT,,,6726,,,,,,,,,,,,67
175695,2019,INVESCO DWA HEALTHCARE MOMTM,,,6726,,,,,,,,,,,,67
175696,2019,INVESCO DWA BAS MATL MOM ETF,,,6726,,,,,,,,,,,,67
175697,2019,INVESCO DWA FIN MOMENTUM ETF,,,6726,,,,,,,,,,,,67
175698,2019,INVESCO DWA TECHNOLOGY MOMTM,,,6726,,,,,,,,,,,,67
175699,2019,INVESCO EXC DWA CON CYC MMTM,,,6726,,,,,,,,,,,,67
175702,2019,INVESCO DWA ENERGY MOMENTUM,,,6726,,,,,,,,,,,,67
175726,2019,VANECK VECTORS ENVRNMNTL SVC,,,6726,,,,,,,,,,,,67
175727,2019,VANECK VECTORS STEEL ETF,,,6726,,,,,,,,,,,,67
175798,2019,LIFE & BANC SPLIT CORP,15.216,217.5491,6199,0,85.461,85.461,0,496.891,0,272.961,217.035,,217.035,19.532,61
175872,2019,INVESCO GBL LST PVT EQ ETF,,,6726,,,,,,,,,,,,67
175873,2019,INVS CLEANTECH ETF,,,6726,,,,,,,,,,,,67
175900,2019,SALLY BEAUTY HOLDINGS INC,457.791,1738.0353,5990,107.755,271.623,271.623,107.4,2098.446,1594.542,0.001,-60.323,0,1534.219,3876.411,59
175908,2019,WHERE FOOD COMES FROM INC,1.553,42.9604,7370,0.369,1.345,1.023,1.077,18.237,3.546,0.248,11.949,0,15.495,20.775,73
175955,2019,IPG PHOTONICS CORP,290.87,7682.3541,3674,133.536,180.234,180.261,96.268,2730.436,58.378,9.04,2401.726,129.997,2460.821,1314.581,36
175966,2019,CATALYST PHARMACEUTICALS INC,31.823,387.7388,2834,0.019,31.875,31.875,0.054,112.376,0.647,0.301,87.63,18.843,88.277,102.306,28
175982,2019,CANADIAN SOLAR INC,248.343,1312.1212,3674,291.182,171.585,166.555,159.723,5467.207,640.195,1783.051,1393.134,47.045,2065.253,3200.583,36
175985,2019,INVESCO S&P 500 EQ WT MT ETF,,,6722,,,,,,,,,,,,67
175986,2019,INVESCO S&P 500 EQ WT EG ETF,,,6722,,,,,,,,,,,,67
175987,2019,INVESCO S&P 500 EQ WT IN ETF,,,6722,,,,,,,,,,,,67
175988,2019,INVESCO S&P 500 EQUAL WEIGHT,,,6722,,,,,,,,,,,,67
175989,2019,INVESCO S&P 500 EQ WT FN ETF,,,6722,,,,,,,,,,,,67
175990,2019,INVESCO S&P 500 EQ WT HL ETF,,,6722,,,,,,,,,,,,67
175991,2019,INVESCO S&P 500 EQ WT UT ETF,,,6722,,,,,,,,,,,,67
175992,2019,INVESCO S&P 500 EQ WT CD ETF,,,6722,,,,,,,,,,,,67
175993,2019,INVESCO S&P 500 EQ WT CN ETF,,,6722,,,,,,,,,,,,67
176007,2019,ZINCORE METALS INC,-0.399,0.8598,1000,0,-0.219,-0.219,0,0.006,0,0.909,-1.376,,-1.376,0,10
176017,2019,ATHERSYS INC,-45.488,196.5442,2836,0.579,-44.582,-44.582,0.698,41.666,,0,23.271,39.045,23.271,5.633,28
176021,2019,ALLOT LTD,-12.958,293.4285,3576,3.708,-8.659,-8.659,4.244,215.169,3.82,3.151,131.851,31.839,135.671,110.1,35
176022,2019,EMERGENT BIOSOLUTIONS INC,169.6,2789.215,2836,86.9,54.5,54.5,108.2,2327.3,820.5,16.5,1088.5,214.2,1909,1106,28
176032,2019,ISHARES CDN CP BD INDEX ETF,,,6722,,,,,,,,,,,,67
176035,2019,NETLIST INC,-11.49,50.8617,3674,0.083,-12.452,-12.452,0.172,22.141,16.356,3.931,-8.363,2.383,7.993,26.103,36
176041,2019,ISHARES CDN GOVT BD INDX ETF,,,6722,,,,,,,,,,,,67
176042,2019,ISHARES CORE CDN LONG TRM BD,,,6722,,,,,,,,,,,,67
176045,2019,ISHARES CDN GRWTH IDX ETF,,,6722,,,,,,,,,,,,67
176047,2019,ISHARES CDN VALUE IDX ETF,,,6722,,,,,,,,,,,,67
176060,2019,VANGUARD HIGH DIVIDEND YIELD,,,6722,,,,,,,,,,,,67
176061,2019,CORE CANANDIAN DIV TRUST,,,6726,,,,,,,,,,,,67
176062,2019,DIVIDEND 15 SPLIT CORP II,,,6726,,,,,,,,,,,,67
176071,2019,ISHARES MSCI KLD 400 SOC ETF,,,6722,,,,,,,,,,,,67
176082,2019,PHARMA-BIO SERV INC,1.696,20.1215,8742,0.057,2.087,2.087,0.099,26.633,0.067,0.011,20.607,,20.674,19.507,87
176092,2019,AERCAP HOLDINGS NV,2463.182,8088.407,7359,4728.492,1145.694,1166.777,1676.121,43749.244,26082.974,3454.301,9314.897,,35465.179,4694.711,73
176093,2019,COHEN & STEERS CL-END OPP FD,,,6726,,,,,,,,,,,,67
176103,2019,NORTH AMERICAN CONST GRP LTD,57.434,405.73,1389,157.026,36.878,37.133,102.293,792.652,378.225,51.519,180.119,,558.344,719.067,13
176133,2019,MAKO MNG CORP,,204.2954,1000,,,,,24.099,0,0,6.654,,6.654,,10
176142,2019,EATON VANCE TX-MAN DIV EQ IN,,,6726,,,,,,,,,,,,67
176152,2019,GRUPO AEROPORTUARIO DEL CENT,257.357,,4581,3.027,170.707,171.112,22.016,915.99,246.814,5.788,515.075,,771.029,452.09,45
176161,2019,CHINA HEALTH INDUSTRIES HLDG,4.562,49.155,2834,0.153,3.307,3.307,0.817,45.755,0,6.963,37.182,,37.182,9.275,28
176169,2019,KANDI TECHNOLOGIES GROUP,0.909,249.9285,3714,0.598,-7.189,-7.189,8.502,371.218,14.354,50.536,217.857,6.208,232.211,135.741,37
176172,2019,INVESCO RUSSELL MDCAP EQ ETF,,,6722,,,,,,,,,,,,67
176174,2019,INVESCO RUSSLL TP 200 EL ETF,,,6722,,,,,,,,,,,,67
176176,2019,INVESCO FINANCIAL PREFRD ETF,,,6722,,,,,,,,,,,,67
176180,2019,ICO THERAPEUTICS INC,-2.206,12.2998,2834,0.006,-1.938,-1.938,0.003,1.468,0,0,0.661,0.917,0.661,0,28
176198,2019,INTELGENX TECHNOLOGIES CORP,-9.343,44.1532,2834,0.525,-10.66,-10.66,0.718,11.02,2.28,6.506,0.293,4.141,2.573,0.742,28
176224,2019,FIRST TR TTL US MKT ALPHADEX,,,6722,,,,,,,,,,,,67
176229,2019,SENECA BIOPHARMA INC,-8.632,3.8273,2836,0,-8.352,-8.352,0.144,6.584,0.149,0.032,5.126,4.061,5.275,0.015,28
176234,2019,CATCHMARK TIMBER TRUST,-83.793,562.1218,6798,0,-93.321,-93.321,0.003,663.865,456.229,0,192.641,0,649.432,17.442,67
176247,2019,ALTRA INDUSTRIAL MOTION CORP,238.9,2325.5148,3560,51.7,127.2,127.2,128.4,4283.7,1588.5,31.5,1922.3,59.1,3510.8,1834.1,35
176249,2019,CARROLS RESTAURANT GROUP INC,-10.654,359.8955,5812,146.808,-31.919,-31.919,74.674,1751.46,1265.051,46.671,309.462,0,1574.513,1462.765,58
176251,2019,INFORMATION SERVICES GROUP,14.729,120.1193,7374,1.922,3.341,3.341,6.708,218.755,79.872,14.051,89.674,,169.546,265.763,73
176256,2019,PORTMAN RIDGE FINANCE CORP,11.306,95.0396,6797,0,-12.5,-12.5,0,310.374,153.864,0,152.198,,306.062,21.635,67
176256,2019,PORTMAN RIDGE FINANCE CORP,,95.0396,6797,,,,0,310.374,153.864,0,152.198,,306.062,,67
176259,2019,TEEKAY OFFSHORE PARTNERS LP,241.088,633.1695,4412,214.67,-349.511,-350.895,349.379,4923.267,2825.712,353.238,1038.467,,3897.778,1268,44
176260,2019,MELCO RESORTS & ENTERTAINMEN,761.068,,7990,447.411,373.173,394.228,651.205,9488.422,4744.284,73.023,2438.968,0,7887.512,5736.801,79
176286,2019,INVESCO DEFENSIVE EQUITY ETF,,,6722,,,,,,,,,,,,67
176287,2019,INVESCO S&P SPIN-OFF ETF,,,6722,,,,,,,,,,,,67
176304,2019,FUWEI FILMS HOLDINGS CO,3.318,9.2101,3081,1.857,1.632,1.632,6.029,66.933,0,32.361,29.905,1.357,29.905,48.209,30
176313,2019,SPDR DOW JONES INTL RL EST,,,6722,,,,,,,,,,,,67
176314,2019,INVESCO EXCHANGE  BYBK ACHIE,,,6722,,,,,,,,,,,,67
176327,2019,TOGA LTD,-12.891,1116.3849,7370,0.372,-9.742,-9.801,0.093,21.006,0,0.024,14.975,0.816,14.916,8.848,73
176333,2019,BLACKROCK CR ALLOC INCM TR,,,6726,,,,,,,,,,,,67
176340,2019,CENTURION MINERALS LTD,-0.719,2.2863,1000,0,-1.799,-1.799,0.001,0.656,0,0.483,-0.603,,-0.603,0.004,10
176343,2019,CLEAN ENERGY FUELS CORP,8.889,479.0518,5500,27.088,20.421,13.259,49.625,777.085,61.793,59.987,533.408,,604.822,344.065,55
176346,2019,PROFIRE ENERGY INC,3.764,68.7474,3533,4.665,2.021,2.021,1.048,52.248,0.052,0.059,46.572,1.933,46.624,38.981,35
176350,2019,MSB FINANCIAL CORP,9.677,90.288,6035,0.399,4.103,4.103,0.559,593.086,10.964,41.575,65.375,,76.339,25.529,60
176350,2019,MSB FINANCIAL CORP,,90.288,6035,,,,0.559,593.086,10.964,41.575,65.375,,76.339,,60
176351,2019,ORITANI FINANCIAL CORP,80.384,800.0208,6035,0.191,52.059,52.059,0.735,4070.516,373.338,148.217,529.147,,902.485,160.513,60
176351,2019,ORITANI FINANCIAL CORP,,800.0208,6035,,,,0.735,4070.516,373.338,148.217,529.147,,902.485,,60
176363,2019,MELLANOX TECHNOLOGIES LTD,224.877,6534.4255,3674,37.831,205.095,205.095,96.87,2119.789,60.933,19.821,1655.845,414.875,1716.778,1330.576,36
176368,2019,CARTIER RESOURCES INC,-1.187,29.7028,1040,2.894,-0.985,-0.985,0.008,25.489,0.107,0.05,22.357,,22.464,0,10
176378,2019,REEDS INC,-14.258,43.3115,2086,0.322,-16.112,-16.112,0.061,15.992,5.426,3.226,1.147,,6.573,33.82,20
176380,2019,U3O8 CORP,-3.492,2.4195,1090,0,-3.581,-3.581,0,0.099,0,0.759,-2.409,,-2.409,0,10
176392,2019,INVS DB GOLD FUND,,,6722,,,,,,,,,,,,67
176393,2019,INVESCO DB OIL FUND,,,6722,,,,,,,,,,,,67
176394,2019,INVESCO DB PRECIOUS METALS,,,6722,,,,,,,,,,,,67
176395,2019,INVS DB BASE METALS FUND,,,6722,,,,,,,,,,,,67
176396,2019,INVESCO DB SILVER FUND,,,6722,,,,,,,,,,,,67
176397,2019,INVS DB AGRICULTURE FUND,,,6722,,,,,,,,,,,,67
176398,2019,INVESCO DB ENERGY FUND,,,6722,,,,,,,,,,,,67
176419,2019,HORIZONS BETAPRO S&PTSX60 BU,,,6722,,,,,,,,,,,,67
176420,2019,HORIZONS BETAPRO S&PTSX60 BE,,,6722,,,,,,,,,,,,67
176433,2019,ISHARES SHORT-TERM CORP BD,,,6722,,,,,,,,,,,,67
176434,2019,ISHARES 10-20 YR TRSY BD ETF,,,6722,,,,,,,,,,,,67
176435,2019,ISHARES 3-7 YR TREAS BD ETF,,,6722,,,,,,,,,,,,67
176436,2019,ISHARES BROAD USD INV GRD BD,,,6722,,,,,,,,,,,,67
176437,2019,ISHARES GOVT/CREDIT BOND ETF,,,6722,,,,,,,,,,,,67
176438,2019,ISHARES INTREDAT -TRM CD BD,,,6722,,,,,,,,,,,,67
176439,2019,ISHARES SHORT TREAS BD ETF,,,6722,,,,,,,,,,,,67
176440,2019,ISHARES INTRM GOV/CREDIT BD,,,6722,,,,,,,,,,,,67
176480,2019,SPDR MSCI ACWI EX-US ETF,,,6722,,,,,,,,,,,,67
176503,2019,UNITED HEALTH PRODUCTS INC,-6.094,218.4175,3842,0,-6.602,-6.602,0,0.093,0,0.366,-0.904,0.666,-0.904,0.005,38
176523,2019,NATIONAL CINEMEDIA INC,161.7,565.478,7310,14,36.1,86.7,40.3,1130,947.9,4.3,-379.5,3.6,826.7,444.8,73
176541,2019,PROSHARES SHORT RUSSELL2000,,,6722,,,,,,,,,,,,67
176542,2019,PROSHARES ULTRA SMALLCAP600,,,6722,,,,,,,,,,,,67
176543,2019,PROSHARES SHORT SMALLCAP600,,,6722,,,,,,,,,,,,67
176544,2019,PROSHARES ULTSH SMALLCAP600,,,6722,,,,,,,,,,,,67
176545,2019,PROSHARES ULTRA RUSSELL2000,,,6722,,,,,,,,,,,,67
176548,2019,PROSHARES ULTSH RUSSELL2000,,,6722,,,,,,,,,,,,67
176559,2019,ABERDEEN TOTL DYNMC DIV FUND,,,6726,,,,,,,,,,,,67
176560,2019,GDL FUND,,,6726,,,,,,,,,,,,67
176561,2019,NUVEEN NASDAQ 100 DYN OVRWRT,,,6726,,,,,,,,,,,,67
176567,2019,SUPER MICRO COMPUTER INC,154.15,966.6486,3570,24.849,71.918,71.918,24.202,1682.594,0.14,23.801,941.015,179.907,941.316,3500.36,35
176572,2019,AVIAT NETWORKS INC,2.104,73.432,3663,5.246,9.738,9.738,4.468,169.193,0,9,71.516,21.111,71.516,243.858,36
176586,2019,SPDR S&P GLOBAL INFRASTR ETF,,,6722,,,,,,,,,,,,67
176591,2019,EMPLOYERS HOLDINGS INC,194.4,1309.0713,6331,12.1,157.1,157.1,14.5,4004.1,18.4,0,1165.8,,1184.2,835.9,63
176591,2019,EMPLOYERS HOLDINGS INC,,1309.0713,6331,,,,14.5,4004.1,18.4,,1165.8,,1186.8,,63
176593,2019,CARPARTS COM INC,-5.976,79.5674,5961,6.16,-31.548,-31.548,6.352,87.946,13.106,2.737,12.38,0,25.486,280.657,59
176602,2019,ENSTAR GROUP LTD,921.408,4449.9723,6331,0,938.089,928.219,35.583,19363.315,1225.992,11.403,4842.183,,6521.134,2573.111,63
176606,2019,PROSHARES ULTRA OIL & GAS,,,6722,,,,,,,,,,,,67
176607,2019,PROSHARES ULTSH INDUSTRIALS,,,6722,,,,,,,,,,,,67
176609,2019,PROSHARES ULTRASHORT OIL&GAS,,,6722,,,,,,,,,,,,67
176610,2019,PROSHARES ULTSH CONSUMER SVC,,,6722,,,,,,,,,,,,67
176611,2019,PROSHARES ULTSH HEALTH CARE,,,6722,,,,,,,,,,,,67
176612,2019,PROSHARES ULTSH FINANCIALS,,,6722,,,,,,,,,,,,67
176613,2019,PROSHARES ULTRA BASIC MATRLS,,,6722,,,,,,,,,,,,67
176614,2019,PROSHARES ULTRA HEALTH CARE,,,6722,,,,,,,,,,,,67
176616,2019,PROSHARES ULTRA FINANCIALS,,,6722,,,,,,,,,,,,67
176617,2019,PROSHARES ULTRA INDUSTRIALS,,,6722,,,,,,,,,,,,67
176619,2019,PROSHARES ULTRA TECHNOLOGY,,,6722,,,,,,,,,,,,67
176620,2019,PROSHARES ULTSH SEMICONDUCTR,,,6722,,,,,,,,,,,,67
176621,2019,PROSHARES ULTRA SEMICONDCTRS,,,6722,,,,,,,,,,,,67
176622,2019,PROSHARES ULTRA CONSUMER SVC,,,6722,,,,,,,,,,,,67
176623,2019,PROSHARES ULTRA REAL ESTATE,,,6722,,,,,,,,,,,,67
176624,2019,PROSHARES ULTRA UTILITIES,,,6722,,,,,,,,,,,,67
176625,2019,PROSHARES ULTRASHORT UTILITS,,,6722,,,,,,,,,,,,67
176627,2019,PROSHARES ULTSH REAL ESTATE,,,6722,,,,,,,,,,,,67
176628,2019,PROSHARES ULTSHRT TECHNOLOGY,,,6722,,,,,,,,,,,,67
176629,2019,PROSHARES ULTSH BASIC MATRLS,,,6722,,,,,,,,,,,,67
176630,2019,PROSHARES ULTRA CONSUMER GDS,,,6722,,,,,,,,,,,,67
176631,2019,PROSHARES ULTSH CONSUMER GDS,,,6722,,,,,,,,,,,,67
176636,2019,HARROW HEALTH INC,-0.7145,198.6001,2834,1.468,0.168,-0.125,2.145,59.085,18.583,2.408,27.711,2.083,46.001,51.165,28
176647,2019,CLIFFMONT RESOURCES LTD,-0.042,0.9215,1000,0,-0.042,-0.042,0,0.008,0,0,-0.574,,-0.574,0,10
176652,2019,CELLCOM ISRAEL LTD,12.738,463.9604,4812,93.8,-30.977,-30.977,259.976,2073.437,968.105,212.786,545.718,,1514.402,1073.485,48
176653,2019,VICTORY NICKEL INC,-2.254,,1000,0.051,-5.946,-5.946,0.781,25.045,0.001,24.496,-3.302,,-3.301,0.598,10
176670,2019,ACCURAY INC,4.792,342.5801,3845,4.311,-16.43,-16.43,8.266,438.181,159.844,0,49.871,56.493,209.715,418.785,38
